ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
NE-061,Franklin County,Nebraska,21.06,36,-2.98,24.04
NE-063,Frontier County,Nebraska,19.5,45,-1.7,21.2
NE-065,Furnas County,Nebraska,18.67,31,-3.15,21.82
NE-067,Gage County,Nebraska,22.49,12,-7.56,30.05
NE-069,Garden County,Nebraska,16.04,48,-1.61,17.65
NE-071,Garfield County,Nebraska,21.44,55,-1.13,22.57
NE-073,Gosper County,Nebraska,19.73,41,-2.38,22.11
NE-075,Grant County,Nebraska,17.34,39,-1.82,19.16
NE-077,Greeley County,Nebraska,25.08,70,0.93,24.15
NE-079,Hall County,Nebraska,25.38,69,0.56,24.82
NE-081,Hamilton County,Nebraska,24.61,48,-1.39,26
NE-083,Harlan County,Nebraska,19.27,26,-3.58,22.85
NE-085,Hayes County,Nebraska,22.39,96,1.94,20.45
NE-087,Hitchcock County,Nebraska,18.98,49,-1.15,20.13
NE-089,Holt County,Nebraska,19.35,31,-3.65,23
NE-091,Hooker County,Nebraska,18.87,46,-1.45,20.32
NE-093,Howard County,Nebraska,28.4,99,3.87,24.53
NE-095,Jefferson County,Nebraska,21.03,12,-7.72,28.75
NE-097,Johnson County,Nebraska,24.97,20,-6.64,31.61
NE-099,Kearney County,Nebraska,22.03,42,-2.33,24.36
NE-101,Keith County,Nebraska,18.39,76,-0.05,18.44
NE-103,Keya Paha County,Nebraska,18.29,32,-3.44,21.73
NE-105,Kimball County,Nebraska,13.68,21,-2.92,16.6
NE-107,Knox County,Nebraska,19.48,18,-5.19,24.67
NE-109,Lancaster County,Nebraska,24.63,28,-4.52,29.15
NE-111,Lincoln County,Nebraska,22.01,84,1.42,20.59
NE-113,Logan County,Nebraska,19.8,47,-1.5,21.3
NE-115,Loup County,Nebraska,20.06,42,-2.49,22.55
NE-117,McPherson County,Nebraska,19.56,66,-0.33,19.89
NE-119,Madison County,Nebraska,21.12,24,-5.24,26.36
NE-121,Merrick County,Nebraska,25.9,63,0.11,25.79
NE-123,Morrill County,Nebraska,15.33,47,-0.96,16.29
NE-125,Nance County,Nebraska,25.24,65,-0.57,25.81
NE-127,Nemaha County,Nebraska,25.13,17,-8.11,33.24
NE-129,Nuckolls County,Nebraska,22.58,35,-3.96,26.54
NE-131,Otoe County,Nebraska,24.64,17,-6.53,31.17
NE-133,Pawnee County,Nebraska,25.39,23,-6.79,32.18
NE-135,Perkins County,Nebraska,21.37,102,2.59,18.78
NE-137,Phelps County,Nebraska,20.49,41,-2.6,23.09
NE-139,Pierce County,Nebraska,19.96,14,-6.12,26.08
NE-141,Platte County,Nebraska,23.78,42,-2.78,26.56
NE-143,Polk County,Nebraska,23.76,36,-3.24,27
NE-145,Red Willow County,Nebraska,16.23,17,-4.28,20.51
NE-147,Richardson County,Nebraska,26.64,21,-7.14,33.78
NE-149,Rock County,Nebraska,19.89,37,-2.87,22.76
NE-151,Saline County,Nebraska,24.94,35,-3.64,28.58
NE-153,Sarpy County,Nebraska,26.53,42,-3.3,29.83
NE-155,Saunders County,Nebraska,26.12,40,-3.13,29.25
NE-157,Scotts Bluff County,Nebraska,13.48,39,-1.93,15.41
NE-159,Seward County,Nebraska,24.36,33,-4.17,28.53
NE-161,Sheridan County,Nebraska,14.34,18,-3.74,18.08
NE-163,Sherman County,Nebraska,25.18,81,1.44,23.74
NE-165,Sioux County,Nebraska,12.99,17,-3.43,16.42
NE-167,Stanton County,Nebraska,23.31,31,-3.71,27.02
NE-169,Thayer County,Nebraska,21.54,21,-5.97,27.51
NE-171,Thomas County,Nebraska,20.58,58,-0.62,21.2
NE-173,Thurston County,Nebraska,24.07,33,-3.41,27.48
NE-175,Valley County,Nebraska,22.58,55,-0.87,23.45
NE-177,Washington County,Nebraska,25.98,39,-3.27,29.25
NE-179,Wayne County,Nebraska,23.43,38,-3.18,26.61
NE-181,Webster County,Nebraska,22.84,45,-2.62,25.46
NE-183,Wheeler County,Nebraska,21.1,37,-2.56,23.66
NE-185,York County,Nebraska,23.54,32,-4.03,27.57
NV-001,Churchill County,Nevada,4.85,20,-1.81,6.66
NV-003,Clark County,Nevada,2.38,3,-5.13,7.51
NV-005,Douglas County,Nevada,12.53,41,-3.49,16.02
NV-007,Elko County,Nevada,11.27,26,-2.78,14.05
NV-009,Esmeralda County,Nevada,2.34,6,-3.02,5.36
NV-011,Eureka County,Nevada,9.12,33,-2.21,11.33
NV-013,Humboldt County,Nevada,10.44,53,-1.01,11.45
NV-015,Lander County,Nevada,10.07,62,-0.26,10.33
NV-017,Lincoln County,Nevada,5.4,5,-5.07,10.47
NV-019,Lyon County,Nevada,5.97,23,-2.28,8.25
NV-021,Mineral County,Nevada,4.22,17,-2.35,6.57
NV-023,Nye County,Nevada,4.28,3,-3.98,8.26
NV-027,Pershing County,Nevada,6.76,30,-1.86,8.62
NV-029,Storey County,Nevada,8.9,27,-3.57,12.47
NV-031,Washoe County,Nevada,11.17,59,-1.3,12.47
NV-033,White Pine County,Nevada,9.12,15,-3.68,12.8
NV-510,Carson City,Nevada,10.78,29,-4.38,15.16
NH-001,Belknap County,New Hampshire,44.35,72,2.11,42.24
NH-003,Carroll County,New Hampshire,47.74,66,1,46.74
NH-005,Cheshire County,New Hampshire,41.81,46,-0.61,42.42
NH-007,Coos County,New Hampshire,47.65,90,3.78,43.87
NH-009,Grafton County,New Hampshire,45.16,72,1.45,43.71
NH-011,Hillsborough County,New Hampshire,42.96,50,-0.38,43.34
NH-013,Merrimack County,New Hampshire,42.5,58,0.41,42.09
NH-015,Rockingham County,New Hampshire,40.5,39,-1.75,42.25
NH-017,Strafford County,New Hampshire,40.98,40,-3.02,44
NH-019,Sullivan County,New Hampshire,40.16,49,-1.15,41.31
NJ-001,Atlantic County,New Jersey,33.13,8,-10.63,43.76
NJ-003,Bergen County,New Jersey,40.78,28,-5.72,46.5
NJ-005,Burlington County,New Jersey,34.7,9,-9.41,44.11
NJ-007,Camden County,New Jersey,34.75,11,-9,43.75
NJ-009,Cape May County,New Jersey,33.88,10,-8.94,42.82
NJ-011,Cumberland County,New Jersey,32.79,10,-10.07,42.86
NJ-013,Essex County,New Jersey,42.7,33,-4.71,47.41
NJ-015,Gloucester County,New Jersey,34.39,11,-9.15,43.54
NJ-017,Hudson County,New Jersey,41.05,35,-4.22,45.27
NJ-019,Hunterdon County,New Jersey,39.38,20,-6.6,45.98
NJ-021,Mercer County,New Jersey,38.3,23,-6.33,44.63
NJ-023,Middlesex County,New Jersey,40.1,29,-5.19,45.29
NJ-025,Monmouth County,New Jersey,38.97,26,-5.97,44.94
NJ-027,Morris County,New Jersey,41.73,23,-6.82,48.55
NJ-029,Ocean County,New Jersey,36.47,14,-7.93,44.4
NJ-031,Passaic County,New Jersey,38.63,16,-8.91,47.54
NJ-033,Salem County,New Jersey,34.03,12,-8.62,42.65
NJ-035,Somerset County,New Jersey,40.17,24,-6.31,46.48
NJ-037,Sussex County,New Jersey,38.58,25,-6.59,45.17
NJ-039,Union County,New Jersey,41.42,28,-5.1,46.52
NJ-041,Warren County,New Jersey,41.82,31,-4.29,46.11
NM-001,Bernalillo County,New Mexico,8.96,25,-3.01,11.97
NM-003,Catron County,New Mexico,9.79,9,-6.04,15.83
NM-005,Chaves County,New Mexico,13.82,72,-0.12,13.94
NM-006,Cibola County,New Mexico,9.86,23,-3.2,13.06
NM-007,Colfax County,New Mexico,20.16,105,3.22,16.94
NM-009,Curry County,New Mexico,18.39,85,1.44,16.95
NM-011,De Baca County,New Mexico,14.59,82,0.42,14.17
NM-013,Dona Ana County,New Mexico,5.19,7,-4.47,9.66
NM-015,Eddy County,New Mexico,12.14,57,-1.12,13.26
NM-017,Grant County,New Mexico,7.77,2,-7.69,15.46
NM-019,Guadalupe County,New Mexico,15.77,89,1.49,14.28
NM-021,Harding County,New Mexico,19.49,107,3.69,15.8
NM-023,Hidalgo County,New Mexico,5.95,3,-6.6,12.55
NM-025,Lea County,New Mexico,13.14,49,-1.93,15.07
NM-027,Lincoln County,New Mexico,9.5,10,-5.13,14.63
NM-028,Los Alamos County,New Mexico,16.26,45,-2.3,18.56
NM-029,Luna County,New Mexico,6.09,13,-4.29,10.38
NM-031,McKinley County,New Mexico,9.01,24,-2.98,11.99
NM-033,Mora County,New Mexico,21.98,106,3.7,18.28
NM-035,Otero County,New Mexico,7.91,8,-5.16,13.07
NM-037,Quay County,New Mexico,19.69,104,3.34,16.35
NM-039,Rio Arriba County,New Mexico,14.16,39,-2.44,16.6
NM-041,Roosevelt County,New Mexico,18,86,1.7,16.3
NM-043,Sandoval County,New Mexico,10.29,26,-3.09,13.38
NM-045,San Juan County,New Mexico,7.61,36,-1.87,9.48
NM-047,San Miguel County,New Mexico,19.49,103,3.03,16.46
NM-049,Santa Fe County,New Mexico,16.34,95,1.64,14.7
NM-051,Sierra County,New Mexico,7.64,13,-4.1,11.74
NM-053,Socorro County,New Mexico,8.86,25,-2.74,11.6
NM-055,Taos County,New Mexico,19.62,95,1.83,17.79
NM-057,Torrance County,New Mexico,13.91,62,-0.52,14.43
NM-059,Union County,New Mexico,20.09,109,3.76,16.33
NM-061,Valencia County,New Mexico,8.03,30,-2.26,10.29
NY-001,Albany County,New York,40.83,90,3.58,37.25
NY-003,Allegany County,New York,38.64,76,1.63,37.01
NY-005,Bronx County,New York,39.69,28,-5.35,45.04
NY-007,Broome County,New York,45.91,110,7.02,38.89
NY-009,Cattaraugus County,New York,43.03,68,0.42,42.61
NY-011,Cayuga County,New York,41.85,98,4.86,36.99
NY-013,Chautauqua County,New York,41.87,56,-0.73,42.6
NY-015,Chemung County,New York,34.99,67,0.3,34.69
NY-017,Chenango County,New York,45.68,102,4.66,41.02
NY-019,Clinton County,New York,38.56,95,4.06,34.5
NY-021,Columbia County,New York,38.67,49,-1.75,40.42
NY-023,Cortland County,New York,42.4,73,1.31,41.09
NY-025,Delaware County,New York,46.55,94,3.96,42.59
NY-027,Dutchess County,New York,37.91,29,-5.62,43.53
NY-029,Erie County,New York,38.06,60,-0.19,38.25
NY-031,Essex County,New York,42.91,79,1.95,40.96
NY-033,Franklin County,New York,42.8,93,3.76,39.04
NY-035,Fulton County,New York,49.95,95,4.43,45.52
NY-037,Genesee County,New York,36.16,85,2.17,33.99
NY-039,Greene County,New York,42.73,62,-0.04,42.77
NY-041,Hamilton County,New York,47,61,0.18,46.82
NY-043,Herkimer County,New York,52.56,110,5.68,46.88
NY-045,Jefferson County,New York,46.5,115,7.75,38.75
NY-047,Kings County,New York,39.01,25,-5.43,44.44
NY-049,Lewis County,New York,54.78,120,9.47,45.32
NY-051,Livingston County,New York,35.49,96,3.1,32.39
NY-053,Madison County,New York,45.68,106,5.27,40.41
NY-055,Monroe County,New York,35.4,99,3.49,31.91
NY-057,Montgomery County,New York,43.76,103,5.28,38.48
NY-059,Nassau County,New York,36.51,15,-8.03,44.54
NY-061,New York County,New York,40.34,34,-4.51,44.85
NY-063,Niagara County,New York,30.72,45,-1.55,32.27
NY-065,Oneida County,New York,52.34,114,7.23,45.11
NY-067,Onondaga County,New York,44.5,112,5.99,38.51
NY-069,Ontario County,New York,35.37,91,3.01,32.36
NY-071,Orange County,New York,39.84,38,-3.76,43.6
NY-073,Orleans County,New York,33.83,70,1.36,32.47
NY-075,Oswego County,New York,51.25,119,9.18,42.07
NY-077,Otsego County,New York,46.36,102,4.97,41.39
NY-079,Putnam County,New York,39.87,26,-6.84,46.71
NY-081,Queens County,New York,37.97,23,-6.27,44.24
NY-083,Rensselaer County,New York,42.96,92,3.76,39.2
NY-085,Richmond County,New York,39.92,25,-5.65,45.57
NY-087,Rockland County,New York,39.76,25,-6.93,46.69
NY-089,St. Lawrence County,New York,40.6,83,2.16,38.44
NY-091,Saratoga County,New York,45.43,97,4.45,40.98
NY-093,Schenectady County,New York,42.41,103,5.34,37.07
NY-095,Schoharie County,New York,41.94,89,3.34,38.6
NY-097,Schuyler County,New York,34.3,70,0.57,33.73
NY-099,Seneca County,New York,35.97,84,2.56,33.41
NY-101,Steuben County,New York,34.69,66,0.36,34.33
NY-103,Suffolk County,New York,37.15,17,-7.36,44.51
NY-105,Sullivan County,New York,46.43,67,0.85,45.58
NY-107,Tioga County,New York,40.17,91,3.23,36.94
NY-109,Tompkins County,New York,37.55,73,0.93,36.62
NY-111,Ulster County,New York,45.92,53,-1.28,47.2
NY-113,Warren County,New York,41.24,53,-0.7,41.94
NY-115,Washington County,New York,39.44,77,1.6,37.84
NY-117,Wayne County,New York,34.64,72,0.5,34.14
NY-119,Westchester County,New York,39.3,19,-7.71,47.01
NY-121,Wyoming County,New York,40.04,85,2.97,37.07
NY-123,Yates County,New York,33.61,81,1.53,32.08
NC-001,Alamance County,North Carolina,54.18,122,9.08,45.1
NC-003,Alexander County,North Carolina,51.43,86,4.15,47.28
NC-005,Alleghany County,North Carolina,57.21,96,6.28,50.93
NC-007,Anson County,North Carolina,53.86,114,8.13,45.73
NC-009,Ashe County,North Carolina,59.21,112,8.34,50.87
NC-011,Avery County,North Carolina,60.06,90,5.22,54.84
NC-013,Beaufort County,North Carolina,56.56,103,4.97,51.59
NC-015,Bertie County,North Carolina,50.35,81,1.54,48.81
NC-017,Bladen County,North Carolina,51.83,93,3.82,48.01
NC-019,Brunswick County,North Carolina,50.93,60,-0.88,51.81
NC-021,Buncombe County,North Carolina,54.72,102,6.68,48.04
NC-023,Burke County,North Carolina,52.89,76,2.37,50.52
NC-025,Cabarrus County,North Carolina,49.91,91,3.79,46.12
NC-027,Caldwell County,North Carolina,55.81,81,4.29,51.52
NC-029,Camden County,North Carolina,46.61,57,-1.4,48.01
NC-031,Carteret County,North Carolina,56.06,76,0.88,55.18
NC-033,Caswell County,North Carolina,50.51,118,7.02,43.49
NC-035,Catawba County,North Carolina,50.91,83,3.18,47.73
NC-037,Chatham County,North Carolina,55.62,120,9.47,46.15
NC-039,Cherokee County,North Carolina,60.43,69,0.85,59.58
NC-041,Chowan County,North Carolina,48.94,64,-0.64,49.58
NC-043,Clay County,North Carolina,60.26,58,-1.13,61.39
NC-045,Cleveland County,North Carolina,50.17,72,0.92,49.25
NC-047,Columbus County,North Carolina,51.4,85,1.97,49.43
NC-049,Craven County,North Carolina,58.55,104,5.58,52.97
NC-051,Cumberland County,North Carolina,50.62,91,3.62,47
NC-053,Currituck County,North Carolina,45.68,51,-1.88,47.56
NC-055,Dare County,North Carolina,52.09,79,1.12,50.97
NC-057,Davidson County,North Carolina,46.59,76,0.82,45.77
NC-059,Davie County,North Carolina,43.6,59,-1.84,45.44
NC-061,Duplin County,North Carolina,58.37,108,7.88,50.49
NC-063,Durham County,North Carolina,55.75,125,11.26,44.49
NC-065,Edgecombe County,North Carolina,52.08,99,4.81,47.27
NC-067,Forsyth County,North Carolina,46.37,78,1.71,44.66
NC-069,Franklin County,North Carolina,58.54,126,12.68,45.86
NC-071,Gaston County,North Carolina,51.88,99,4.37,47.51
NC-073,Gates County,North Carolina,49,69,0.65,48.35
NC-075,Graham County,North Carolina,54.06,24,-9.53,63.59
NC-077,Granville County,North Carolina,54.4,125,9.76,44.64
NC-079,Greene County,North Carolina,60.1,123,11.32,48.78
NC-081,Guilford County,North Carolina,50.79,108,6.07,44.72
NC-083,Halifax County,North Carolina,50.48,100,4.63,45.85
NC-085,Harnett County,North Carolina,54.81,116,7.88,46.93
NC-087,Haywood County,North Carolina,52.85,51,-2.31,55.16
NC-089,Henderson County,North Carolina,62.45,78,4.03,58.42
NC-091,Hertford County,North Carolina,49.54,77,1.26,48.28
NC-093,Hoke County,North Carolina,49.16,85,2.28,46.88
NC-095,Hyde County,North Carolina,52.7,73,0.31,52.39
NC-097,Iredell County,North Carolina,47.48,69,0.69,46.79
NC-099,Jackson County,North Carolina,57.85,40,-5.06,62.91
NC-101,Johnston County,North Carolina,54.74,112,7.77,46.97
NC-103,Jones County,North Carolina,59.16,103,6.59,52.57
NC-105,Lee County,North Carolina,54.8,115,8.44,46.36
NC-107,Lenoir County,North Carolina,61.56,121,11.48,50.08
NC-109,Lincoln County,North Carolina,51.74,91,3.97,47.77
NC-111,McDowell County,North Carolina,61.87,96,6.8,55.07
NC-113,Macon County,North Carolina,57.41,37,-6.14,63.55
NC-115,Madison County,North Carolina,48.61,81,2.85,45.76
NC-117,Martin County,North Carolina,53.66,94,4.74,48.92
NC-119,Mecklenburg County,North Carolina,50.81,103,4.84,45.97
NC-121,Mitchell County,North Carolina,55.09,87,4.14,50.95
NC-123,Montgomery County,North Carolina,54.57,115,7.95,46.62
NC-125,Moore County,North Carolina,51.45,102,4.35,47.1
NC-127,Nash County,North Carolina,53.55,108,6.65,46.9
NC-129,New Hanover County,North Carolina,50.03,45,-3,53.03
NC-131,Northampton County,North Carolina,50.16,89,4,46.16
NC-133,Onslow County,North Carolina,56.09,79,2.43,53.66
NC-135,Orange County,North Carolina,56.17,126,11.34,44.83
NC-137,Pamlico County,North Carolina,55.44,79,1.6,53.84
NC-139,Pasquotank County,North Carolina,47.47,60,-1.14,48.61
NC-141,Pender County,North Carolina,50.44,49,-1.64,52.08
NC-143,Perquimans County,North Carolina,48.28,59,-1,49.28
NC-145,Person County,North Carolina,51.63,120,7.74,43.89
NC-147,Pitt County,North Carolina,59.38,123,10.22,49.16
NC-149,Polk County,North Carolina,57.78,67,0.13,57.65
NC-151,Randolph County,North Carolina,51.9,104,5.61,46.29
NC-153,Richmond County,North Carolina,55.14,116,8.42,46.72
NC-155,Robeson County,North Carolina,48.77,92,3.2,45.57
NC-157,Rockingham County,North Carolina,48.56,97,4.67,43.89
NC-159,Rowan County,North Carolina,47.31,73,0.71,46.6
NC-161,Rutherford County,North Carolina,53.14,73,1.72,51.42
NC-163,Sampson County,North Carolina,55.2,109,6.96,48.24
NC-165,Scotland County,North Carolina,50.61,98,4.44,46.17
NC-167,Stanly County,North Carolina,54.33,114,7.97,46.36
NC-169,Stokes County,North Carolina,50.94,97,5.06,45.88
NC-171,Surry County,North Carolina,52.88,96,5.32,47.56
NC-173,Swain County,North Carolina,54.7,22,-8.82,63.52
NC-175,Transylvania County,North Carolina,68.89,58,-1,69.89
NC-177,Tyrrell County,North Carolina,50.3,61,-0.61,50.91
NC-179,Union County,North Carolina,48.48,93,3.69,44.79
NC-181,Vance County,North Carolina,55.51,125,10.83,44.68
NC-183,Wake County,North Carolina,54.63,119,8.87,45.76
NC-185,Warren County,North Carolina,53.19,118,8.7,44.49
NC-187,Washington County,North Carolina,50.18,65,-0.42,50.6
NC-189,Watauga County,North Carolina,62.46,120,9.67,52.79
NC-191,Wayne County,North Carolina,58.43,117,10.14,48.29
NC-193,Wilkes County,North Carolina,55.46,94,5.7,49.76
NC-195,Wilson County,North Carolina,55.73,113,8.4,47.33
NC-197,Yadkin County,North Carolina,47.81,79,2.55,45.26
NC-199,Yancey County,North Carolina,57.07,92,5.2,51.87
ND-001,Adams County,North Dakota,16.69,78,0.76,15.93
ND-003,Barnes County,North Dakota,19.4,64,-0.29,19.69
ND-005,Benson County,North Dakota,17.44,67,0.23,17.21
ND-007,Billings County,North Dakota,13.01,31,-2.42,15.43
ND-009,Bottineau County,North Dakota,12.42,16,-3.95,16.37
ND-011,Bowman County,North Dakota,13.02,38,-1.88,14.9
ND-013,Burke County,North Dakota,13.15,22,-3.22,16.37
ND-015,Burleigh County,North Dakota,17.92,75,1.28,16.64
ND-017,Cass County,North Dakota,19.67,60,-0.61,20.28
ND-019,Cavalier County,North Dakota,20.62,90,1.61,19.01
ND-021,Dickey County,North Dakota,20.25,61,0.01,20.24
ND-023,Divide County,North Dakota,12.42,30,-2.67,15.09
ND-025,Dunn County,North Dakota,13.63,28,-2.89,16.52
ND-027,Eddy County,North Dakota,17.75,61,-0.25,18
ND-029,Emmons County,North Dakota,17.79,69,0.66,17.13
ND-031,Foster County,North Dakota,18.01,63,-0.37,18.38
ND-033,Golden Valley County,North Dakota,12.66,32,-2.21,14.87
ND-035,Grand Forks County,North Dakota,17.9,43,-1.49,19.39
ND-037,Grant County,North Dakota,16.75,67,-0.01,16.76
ND-039,Griggs County,North Dakota,18.07,54,-0.88,18.95
ND-041,Hettinger County,North Dakota,15.87,60,-0.56,16.43
ND-043,Kidder County,North Dakota,19.17,82,1.95,17.22
ND-045,LaMoure County,North Dakota,19.74,65,0.03,19.71
ND-047,Logan County,North Dakota,19.02,74,1.04,17.98
ND-049,McHenry County,North Dakota,14.3,28,-2.1,16.4
ND-051,McIntosh County,North Dakota,16.33,36,-1.87,18.2
ND-053,McKenzie County,North Dakota,11.82,19,-3.43,15.25
ND-055,McLean County,North Dakota,14.52,35,-1.82,16.34
ND-057,Mercer County,North Dakota,14.99,48,-1.27,16.26
ND-059,Morton County,North Dakota,16.21,58,-0.41,16.62
ND-061,Mountrail County,North Dakota,12.3,17,-3.73,16.03
ND-063,Nelson County,North Dakota,17.61,45,-1.07,18.68
ND-065,Oliver County,North Dakota,15.22,44,-1.58,16.8
ND-067,Pembina County,North Dakota,18.69,57,-0.64,19.33
ND-069,Pierce County,North Dakota,15.18,35,-1.55,16.73
ND-071,Ramsey County,North Dakota,19.62,92,2.15,17.47
ND-073,Ransom County,North Dakota,22.28,86,1.76,20.52
ND-075,Renville County,North Dakota,11.63,14,-4.53,16.16
ND-077,Richland County,North Dakota,23.4,82,2.19,21.21
ND-079,Rolette County,North Dakota,14.76,26,-2.89,17.65
ND-081,Sargent County,North Dakota,23.87,96,3.27,20.6
ND-083,Sheridan County,North Dakota,16.23,47,-1.14,17.37
ND-085,Sioux County,North Dakota,17.45,67,0.57,16.88
ND-087,Slope County,North Dakota,12.91,33,-2.51,15.42
ND-089,Stark County,North Dakota,14.74,46,-1.77,16.51
ND-091,Steele County,North Dakota,17.95,47,-1.35,19.3
ND-093,Stutsman County,North Dakota,19,69,0.48,18.52
ND-095,Towner County,North Dakota,17.15,49,-0.73,17.88
ND-097,Traill County,North Dakota,18.29,41,-1.63,19.92
ND-099,Walsh County,North Dakota,18.18,60,-0.5,18.68
ND-101,Ward County,North Dakota,13.12,23,-3.38,16.5
ND-103,Wells County,North Dakota,16.83,53,-1.04,17.87
ND-105,Williams County,North Dakota,11.89,22,-2.92,14.81
OH-001,Adams County,Ohio,49.61,111,6.68,42.93
OH-003,Allen County,Ohio,34.64,54,-0.6,35.24
OH-005,Ashland County,Ohio,36.33,55,-0.84,37.17
OH-007,Ashtabula County,Ohio,41.01,71,1.4,39.61
OH-009,Athens County,Ohio,40.14,60,-0.01,40.15
OH-011,Auglaize County,Ohio,34.83,47,-1.21,36.04
OH-013,Belmont County,Ohio,33.91,6,-6.93,40.84
OH-015,Brown County,Ohio,51.7,117,8.26,43.44
OH-017,Butler County,Ohio,50.8,124,10.22,40.58
OH-019,Carroll County,Ohio,35.43,31,-3.38,38.81
OH-021,Champaign County,Ohio,42.16,95,4.26,37.9
OH-023,Clark County,Ohio,44.49,104,5.82,38.67
OH-025,Clermont County,Ohio,55.26,127,12.42,42.84
OH-027,Clinton County,Ohio,46.04,91,3.84,42.2
OH-029,Columbiana County,Ohio,37.57,54,-0.37,37.94
OH-031,Coshocton County,Ohio,38.36,49,-0.48,38.84
OH-033,Crawford County,Ohio,35.71,42,-1.78,37.49
OH-035,Cuyahoga County,Ohio,40.2,98,4.33,35.87
OH-037,Darke County,Ohio,41.8,94,3.91,37.89
OH-039,Defiance County,Ohio,33.24,47,-0.52,33.76
OH-041,Delaware County,Ohio,36.02,44,-1.95,37.97
OH-043,Erie County,Ohio,32.74,42,-1.79,34.53
OH-045,Fairfield County,Ohio,39.91,67,0.15,39.76
OH-047,Fayette County,Ohio,43.59,95,4.14,39.45
OH-049,Franklin County,Ohio,38.52,64,0.21,38.31
OH-051,Fulton County,Ohio,30.59,33,-2.81,33.4
OH-053,Gallia County,Ohio,42.99,75,1.77,41.22
OH-055,Geauga County,Ohio,43.98,101,5.34,38.64
OH-057,Greene County,Ohio,43.35,89,3.67,39.68
OH-059,Guernsey County,Ohio,35.52,31,-3.85,39.37
OH-061,Hamilton County,Ohio,53.52,125,12.63,40.89
OH-063,Hancock County,Ohio,34.92,65,0.03,34.89
OH-065,Hardin County,Ohio,34.89,53,-0.59,35.48
OH-067,Harrison County,Ohio,34.1,16,-5.38,39.48
OH-069,Henry County,Ohio,34.16,58,0.35,33.81
OH-071,Highland County,Ohio,49.64,115,7.1,42.54
OH-073,Hocking County,Ohio,41.9,76,1.56,40.34
OH-075,Holmes County,Ohio,38.15,55,-0.06,38.21
OH-077,Huron County,Ohio,35.61,51,-0.46,36.07
OH-079,Jackson County,Ohio,44.79,95,3.58,41.21
OH-081,Jefferson County,Ohio,31.95,7,-6.9,38.85
OH-083,Knox County,Ohio,40.25,65,0.83,39.42
OH-085,Lake County,Ohio,42.22,95,4.71,37.51
OH-087,Lawrence County,Ohio,46,92,4.01,41.99
OH-089,Licking County,Ohio,39.97,61,0.27,39.7
OH-091,Logan County,Ohio,38.6,75,2.05,36.55
OH-093,Lorain County,Ohio,35.72,67,0.97,34.75
OH-095,Lucas County,Ohio,29.93,36,-2.44,32.37
OH-097,Madison County,Ohio,39.87,78,1.96,37.91
OH-099,Mahoning County,Ohio,41.23,92,4.03,37.2
OH-101,Marion County,Ohio,32.29,23,-4.22,36.51
OH-103,Medina County,Ohio,38.09,78,1.96,36.13
OH-105,Meigs County,Ohio,41.07,58,0.46,40.61
OH-107,Mercer County,Ohio,34.73,42,-1.79,36.52
OH-109,Miami County,Ohio,42.43,99,4.75,37.68
OH-111,Monroe County,Ohio,40.23,43,-2.1,42.33
OH-113,Montgomery County,Ohio,45.69,107,6.78,38.92
OH-115,Morgan County,Ohio,38.32,53,-1.41,39.73
OH-117,Morrow County,Ohio,37.18,42,-1.98,39.16
OH-119,Muskingum County,Ohio,37.42,48,-1.67,39.09
OH-121,Noble County,Ohio,37.15,38,-3.41,40.56
OH-123,Ottawa County,Ohio,29.59,32,-3.28,32.87
OH-125,Paulding County,Ohio,33.22,46,-1.06,34.28
OH-127,Perry County,Ohio,40.5,73,1.06,39.44
OH-129,Pickaway County,Ohio,45.17,109,5.92,39.25
OH-131,Pike County,Ohio,49.15,120,8.22,40.93
OH-133,Portage County,Ohio,42.49,105,5.4,37.09
OH-135,Preble County,Ohio,52.04,127,12.52,39.52
OH-137,Putnam County,Ohio,35.47,68,1.14,34.33
OH-139,Richland County,Ohio,36.6,43,-1.52,38.12
OH-141,Ross County,Ohio,47.05,117,6.84,40.21
OH-143,Sandusky County,Ohio,32.39,45,-1.38,33.77
OH-145,Scioto County,Ohio,48.19,112,6.4,41.79
OH-147,Seneca County,Ohio,34.76,53,-0.71,35.47
OH-149,Shelby County,Ohio,38.7,70,1.66,37.04
OH-151,Stark County,Ohio,40,83,2.62,37.38
OH-153,Summit County,Ohio,40.87,103,4.68,36.19
OH-155,Trumbull County,Ohio,43.4,100,5.64,37.76
OH-157,Tuscarawas County,Ohio,35.7,36,-2.82,38.52
OH-159,Union County,Ohio,34.83,45,-1.53,36.36
OH-161,Van Wert County,Ohio,33.16,41,-2,35.16
OH-163,Vinton County,Ohio,42.55,77,1.85,40.7
OH-165,Warren County,Ohio,46.91,98,5.35,41.56
OH-167,Washington County,Ohio,40.36,62,-0.47,40.83
OH-169,Wayne County,Ohio,37.18,68,0.63,36.55
OH-171,Williams County,Ohio,31.22,32,-2.78,34
OH-173,Wood County,Ohio,33.98,64,0.58,33.4
OH-175,Wyandot County,Ohio,34.28,51,-1.31,35.59
OK-001,Adair County,Oklahoma,54.66,106,9.45,45.21
OK-003,Alfalfa County,Oklahoma,32.5,101,5,27.5
OK-005,Atoka County,Oklahoma,51.2,106,7.83,43.37
OK-007,Beaver County,Oklahoma,21.17,77,0.7,20.47
OK-009,Beckham County,Oklahoma,29.28,110,4.64,24.64
