ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
MI-007,Alpena County,Michigan,27.91,42,-1.2,29.11
MI-009,Antrim County,Michigan,34.55,82,2.89,31.66
MI-011,Arenac County,Michigan,27.68,48,-0.72,28.4
MI-013,Baraga County,Michigan,35.47,92,3.08,32.39
MI-015,Barry County,Michigan,34.99,75,1.81,33.18
MI-017,Bay County,Michigan,27.88,49,-1.09,28.97
MI-019,Benzie County,Michigan,31.56,63,0.04,31.52
MI-021,Berrien County,Michigan,34.81,44,-1.7,36.51
MI-023,Branch County,Michigan,35.94,68,1.46,34.48
MI-025,Calhoun County,Michigan,38.04,100,4.33,33.71
MI-027,Cass County,Michigan,35.94,57,-0.03,35.97
MI-029,Charlevoix County,Michigan,36.27,102,5.35,30.92
MI-031,Cheboygan County,Michigan,32.07,90,3.15,28.92
MI-033,Chippewa County,Michigan,36.53,106,4.5,32.03
MI-035,Clare County,Michigan,28.96,44,-0.67,29.63
MI-037,Clinton County,Michigan,31.82,76,1.04,30.78
MI-039,Crawford County,Michigan,30.63,62,0.04,30.59
MI-041,Delta County,Michigan,30.95,63,0.04,30.91
MI-043,Dickinson County,Michigan,28.71,51,-1.08,29.79
MI-045,Eaton County,Michigan,34.69,90,2.89,31.8
MI-047,Emmet County,Michigan,34.05,96,4.12,29.93
MI-049,Genesee County,Michigan,34.75,103,4.7,30.05
MI-051,Gladwin County,Michigan,28.42,48,-0.48,28.9
MI-053,Gogebic County,Michigan,31.55,49,-1.25,32.8
MI-055,Grand Traverse County,Michigan,29.41,50,-1.12,30.53
MI-057,Gratiot County,Michigan,27.77,29,-2.33,30.1
MI-059,Hillsdale County,Michigan,32.39,39,-1.77,34.16
MI-061,Houghton County,Michigan,31.21,78,0.66,30.55
MI-063,Huron County,Michigan,28.89,52,-0.74,29.63
MI-065,Ingham County,Michigan,34.33,93,3.61,30.72
MI-067,Ionia County,Michigan,31.88,58,0.14,31.74
MI-069,Iosco County,Michigan,29.29,63,0.46,28.83
MI-071,Iron County,Michigan,30.41,62,-0.27,30.68
MI-073,Isabella County,Michigan,24.95,12,-4.83,29.78
MI-075,Jackson County,Michigan,35.05,94,3.56,31.49
MI-077,Kalamazoo County,Michigan,38.74,103,4.16,34.58
MI-079,Kalkaska County,Michigan,32.43,69,1.02,31.42
MI-081,Kent County,Michigan,31.38,40,-1.52,32.9
MI-083,Keweenaw County,Michigan,28.94,67,-0.42,29.36
MI-085,Lake County,Michigan,31.86,53,-0.71,32.57
MI-087,Lapeer County,Michigan,35.85,112,6,29.85
MI-089,Leelanau County,Michigan,31.28,72,1.01,30.27
MI-091,Lenawee County,Michigan,30.31,44,-1.44,31.75
MI-093,Livingston County,Michigan,34.77,100,4.33,30.44
MI-095,Luce County,Michigan,35.51,100,3.43,32.08
MI-097,Mackinac County,Michigan,34.28,97,3.54,30.74
MI-099,Macomb County,Michigan,33.89,94,3.72,30.17
MI-101,Manistee County,Michigan,32.03,63,0.44,31.59
MI-103,Marquette County,Michigan,35.29,97,3.74,31.55
MI-105,Mason County,Michigan,32.25,70,1.2,31.05
MI-107,Mecosta County,Michigan,27.55,22,-3.89,31.44
MI-109,Menominee County,Michigan,28.24,45,-1.81,30.05
MI-111,Midland County,Michigan,26.23,29,-2.95,29.18
MI-113,Missaukee County,Michigan,31.49,75,1.59,29.9
MI-115,Monroe County,Michigan,30.93,53,-0.16,31.09
MI-117,Montcalm County,Michigan,28.72,24,-2.86,31.58
MI-119,Montmorency County,Michigan,28.38,57,-0.05,28.43
MI-121,Muskegon County,Michigan,31.26,53,-0.84,32.1
MI-123,Newaygo County,Michigan,30.93,43,-1.57,32.5
MI-125,Oakland County,Michigan,35.15,101,4.55,30.6
MI-127,Oceana County,Michigan,33.45,73,1.68,31.77
MI-129,Ogemaw County,Michigan,31.06,83,2.18,28.88
MI-131,Ontonagon County,Michigan,31.42,67,-0.24,31.66
MI-133,Osceola County,Michigan,30.16,49,-0.9,31.06
MI-135,Oscoda County,Michigan,29.38,61,0.55,28.83
MI-137,Otsego County,Michigan,31.82,73,1.57,30.25
MI-139,Ottawa County,Michigan,30.37,33,-2.63,33
MI-141,Presque Isle County,Michigan,29.37,58,0.36,29.01
MI-143,Roscommon County,Michigan,31.47,79,1.86,29.61
MI-145,Saginaw County,Michigan,31.07,75,1.56,29.51
MI-147,St. Clair County,Michigan,34.39,97,3.81,30.58
MI-149,St. Joseph County,Michigan,37.47,91,3.18,34.29
MI-151,Sanilac County,Michigan,31.56,75,1.54,30.02
MI-153,Schoolcraft County,Michigan,36.01,103,4.55,31.46
MI-155,Shiawassee County,Michigan,34.22,100,4.21,30.01
MI-157,Tuscola County,Michigan,32.48,90,2.98,29.5
MI-159,Van Buren County,Michigan,35.87,65,0.39,35.48
MI-161,Washtenaw County,Michigan,33.78,99,4,29.78
MI-163,Wayne County,Michigan,32.48,78,1.92,30.56
MI-165,Wexford County,Michigan,32.29,63,0.37,31.92
MN-001,Aitkin County,Minnesota,22.77,23,-4.27,27.04
MN-003,Anoka County,Minnesota,29.32,62,0.05,29.27
MN-005,Becker County,Minnesota,21.16,36,-2.68,23.84
MN-007,Beltrami County,Minnesota,18.27,10,-5.31,23.58
MN-009,Benton County,Minnesota,30.2,91,3.44,26.76
MN-011,Big Stone County,Minnesota,25.95,95,3.3,22.65
MN-013,Blue Earth County,Minnesota,30.54,79,1.6,28.94
MN-015,Brown County,Minnesota,24.48,36,-3.41,27.89
MN-017,Carlton County,Minnesota,22.95,17,-5.09,28.04
MN-019,Carver County,Minnesota,30,69,1.4,28.6
MN-021,Cass County,Minnesota,21.18,19,-4.46,25.64
MN-023,Chippewa County,Minnesota,26.39,73,1.62,24.77
MN-025,Chisago County,Minnesota,28.78,58,-0.55,29.33
MN-027,Clay County,Minnesota,19.91,42,-1.91,21.82
MN-029,Clearwater County,Minnesota,18.43,13,-5.21,23.64
MN-031,Cook County,Minnesota,26.54,31,-2.81,29.35
MN-033,Cottonwood County,Minnesota,23.17,34,-3.74,26.91
MN-035,Crow Wing County,Minnesota,23.17,32,-2.65,25.82
MN-037,Dakota County,Minnesota,30.81,77,1.41,29.4
MN-039,Dodge County,Minnesota,33.17,87,2.82,30.35
MN-041,Douglas County,Minnesota,30.35,117,5.46,24.89
MN-043,Faribault County,Minnesota,33.61,97,3.94,29.67
MN-045,Fillmore County,Minnesota,36.14,100,4.02,32.12
MN-047,Freeborn County,Minnesota,33.54,85,2.65,30.89
MN-049,Goodhue County,Minnesota,30.9,67,1.01,29.89
MN-051,Grant County,Minnesota,26.71,91,3.19,23.52
MN-053,Hennepin County,Minnesota,30.66,76,1.61,29.05
MN-055,Houston County,Minnesota,37.65,106,5.3,32.35
MN-057,Hubbard County,Minnesota,20.83,20,-4.46,25.29
MN-059,Isanti County,Minnesota,27.65,51,-1.21,28.86
MN-061,Itasca County,Minnesota,19.5,9,-5.97,25.47
MN-063,Jackson County,Minnesota,22.16,21,-5.36,27.52
MN-065,Kanabec County,Minnesota,28.43,67,0.46,27.97
MN-067,Kandiyohi County,Minnesota,28.65,87,3.24,25.41
MN-069,Kittson County,Minnesota,16.17,16,-4.08,20.25
MN-071,Koochiching County,Minnesota,23.32,35,-2.35,25.67
MN-073,Lac qui Parle County,Minnesota,25.23,69,1.3,23.93
MN-075,Lake County,Minnesota,23.95,17,-4.75,28.7
MN-077,Lake of the Woods County,Minnesota,21.59,51,-1.37,22.96
MN-079,Le Sueur County,Minnesota,28.8,59,-0.43,29.23
MN-081,Lincoln County,Minnesota,23.15,48,-1.47,24.62
MN-083,Lyon County,Minnesota,23.28,43,-1.6,24.88
MN-085,McLeod County,Minnesota,28.45,68,0.78,27.67
MN-087,Mahnomen County,Minnesota,19.87,30,-3.2,23.07
MN-089,Marshall County,Minnesota,15.66,10,-5.01,20.67
MN-091,Martin County,Minnesota,26.97,50,-1.69,28.66
MN-093,Meeker County,Minnesota,31.19,106,4.99,26.2
MN-095,Mille Lacs County,Minnesota,27.18,56,-0.39,27.57
MN-097,Morrison County,Minnesota,26.3,61,0.35,25.95
MN-099,Mower County,Minnesota,33.52,76,1.79,31.73
MN-101,Murray County,Minnesota,20.7,15,-5.39,26.09
MN-103,Nicollet County,Minnesota,25.59,35,-3.46,29.05
MN-105,Nobles County,Minnesota,19.59,7,-7.53,27.12
MN-107,Norman County,Minnesota,19.15,38,-2.35,21.5
MN-109,Olmsted County,Minnesota,32.33,73,1.28,31.05
MN-111,Otter Tail County,Minnesota,23.34,46,-0.75,24.09
MN-113,Pennington County,Minnesota,15.41,4,-5.93,21.34
MN-115,Pine County,Minnesota,26.56,41,-2.26,28.82
MN-117,Pipestone County,Minnesota,19.7,16,-5.35,25.05
MN-119,Polk County,Minnesota,17.67,23,-3.52,21.19
MN-121,Pope County,Minnesota,29.65,113,5.17,24.48
MN-123,Ramsey County,Minnesota,31.96,85,2.77,29.19
MN-125,Red Lake County,Minnesota,16.98,15,-4.61,21.59
MN-127,Redwood County,Minnesota,23.01,36,-2.96,25.97
MN-129,Renville County,Minnesota,22.77,29,-3.72,26.49
MN-131,Rice County,Minnesota,32.15,84,2.72,29.43
MN-133,Rock County,Minnesota,18.56,6,-7.51,26.07
MN-135,Roseau County,Minnesota,17.48,19,-3.86,21.34
MN-137,St. Louis County,Minnesota,23.43,21,-3.84,27.27
MN-139,Scott County,Minnesota,29.94,69,0.93,29.01
MN-141,Sherburne County,Minnesota,27.87,61,0.09,27.78
MN-143,Sibley County,Minnesota,25.74,38,-2.91,28.65
MN-145,Stearns County,Minnesota,31.02,110,5.54,25.48
MN-147,Steele County,Minnesota,34.86,104,5.13,29.73
MN-149,Stevens County,Minnesota,27.4,105,4.03,23.37
MN-151,Swift County,Minnesota,27.29,91,3.1,24.19
MN-153,Todd County,Minnesota,28.26,91,3.13,25.13
MN-155,Traverse County,Minnesota,25.94,99,3.79,22.15
MN-157,Wabasha County,Minnesota,32.48,81,1.78,30.7
MN-159,Wadena County,Minnesota,22.74,36,-2.72,25.46
MN-161,Waseca County,Minnesota,33.46,96,4.17,29.29
MN-163,Washington County,Minnesota,31.35,78,1.84,29.51
MN-165,Watonwan County,Minnesota,27.02,55,-1.09,28.11
MN-167,Wilkin County,Minnesota,21.59,58,-0.66,22.25
MN-169,Winona County,Minnesota,37.38,107,5.44,31.94
MN-171,Wright County,Minnesota,28.97,71,1.29,27.68
MN-173,Yellow Medicine County,Minnesota,24.59,53,-0.09,24.68
MS-001,Adams County,Mississippi,62.05,94,5.47,56.58
MS-003,Alcorn County,Mississippi,60.45,101,7.03,53.42
MS-005,Amite County,Mississippi,61.44,64,0.13,61.31
MS-007,Attala County,Mississippi,50.84,51,-2.24,53.08
MS-009,Benton County,Mississippi,69.31,118,14.96,54.35
MS-011,Bolivar County,Mississippi,52.73,74,0.87,51.86
MS-013,Calhoun County,Mississippi,55.95,79,2.24,53.71
MS-015,Carroll County,Mississippi,50.07,51,-2.93,53
MS-017,Chickasaw County,Mississippi,55.93,81,2.41,53.52
MS-019,Choctaw County,Mississippi,52.75,56,-1.08,53.83
MS-021,Claiborne County,Mississippi,55.24,67,0.32,54.92
MS-023,Clarke County,Mississippi,54.92,54,-2.63,57.55
MS-025,Clay County,Mississippi,55.23,78,2.22,53.01
MS-027,Coahoma County,Mississippi,55.14,86,3.34,51.8
MS-029,Copiah County,Mississippi,55.52,68,-0.05,55.57
MS-031,Covington County,Mississippi,55.58,56,-1.81,57.39
MS-033,DeSoto County,Mississippi,68.47,123,16.88,51.59
MS-035,Forrest County,Mississippi,58.75,58,-0.98,59.73
MS-037,Franklin County,Mississippi,60.78,76,2.25,58.53
MS-039,George County,Mississippi,61.87,58,-1.83,63.7
MS-041,Greene County,Mississippi,55.53,38,-5.77,61.3
MS-043,Grenada County,Mississippi,54.91,75,2.04,52.87
MS-045,Hancock County,Mississippi,66.86,87,4.62,62.24
MS-047,Harrison County,Mississippi,65.79,79,3.29,62.5
MS-049,Hinds County,Mississippi,53.41,66,0.45,52.96
MS-051,Holmes County,Mississippi,49.7,47,-2.91,52.61
MS-053,Humphreys County,Mississippi,52.36,62,-0.32,52.68
MS-055,Issaquena County,Mississippi,58.05,92,5.13,52.92
MS-057,Itawamba County,Mississippi,60.15,95,6.54,53.61
MS-059,Jackson County,Mississippi,63.98,71,1.25,62.73
MS-061,Jasper County,Mississippi,55.82,52,-1.98,57.8
MS-063,Jefferson County,Mississippi,58.58,79,2.46,56.12
MS-065,Jefferson Davis County,Mississippi,55.25,48,-2.88,58.13
MS-067,Jones County,Mississippi,54.98,48,-3.16,58.14
MS-069,Kemper County,Mississippi,55.7,81,1.59,54.11
MS-071,Lafayette County,Mississippi,61.84,106,8.06,53.78
MS-073,Lamar County,Mississippi,58.1,54,-1.9,60
MS-075,Lauderdale County,Mississippi,55.19,64,-0.69,55.88
MS-077,Lawrence County,Mississippi,53.46,42,-4.35,57.81
MS-079,Leake County,Mississippi,54.12,63,0.06,54.06
MS-081,Lee County,Mississippi,58.6,95,5.33,53.27
MS-083,Leflore County,Mississippi,50.64,60,-1.81,52.45
MS-085,Lincoln County,Mississippi,54.89,44,-3.6,58.49
MS-087,Lowndes County,Mississippi,54.13,71,1.29,52.84
MS-089,Madison County,Mississippi,53.11,64,0.77,52.34
MS-091,Marion County,Mississippi,55.68,45,-4.34,60.02
MS-093,Marshall County,Mississippi,68.22,115,14.54,53.68
MS-095,Monroe County,Mississippi,57.08,84,3.18,53.9
MS-097,Montgomery County,Mississippi,51.79,56,-1.31,53.1
MS-099,Neshoba County,Mississippi,55.2,67,0.27,54.93
MS-101,Newton County,Mississippi,57.34,70,1.14,56.2
MS-103,Noxubee County,Mississippi,56.17,91,4.22,51.95
MS-105,Oktibbeha County,Mississippi,54.85,78,2.23,52.62
MS-107,Panola County,Mississippi,62.08,106,8.46,53.62
MS-109,Pearl River County,Mississippi,63.01,72,1.3,61.71
MS-111,Perry County,Mississippi,57.7,49,-3.08,60.78
MS-113,Pike County,Mississippi,55.19,38,-6.13,61.32
MS-115,Pontotoc County,Mississippi,59.64,95,6.02,53.62
MS-117,Prentiss County,Mississippi,62.13,100,8.28,53.85
MS-119,Quitman County,Mississippi,56.58,90,3.9,52.68
MS-121,Rankin County,Mississippi,58.96,92,5.31,53.65
MS-123,Scott County,Mississippi,58.56,84,3.86,54.7
MS-125,Sharkey County,Mississippi,57.77,88,4.95,52.82
MS-127,Simpson County,Mississippi,59.05,86,2.87,56.18
MS-129,Smith County,Mississippi,58.86,77,2.16,56.7
MS-131,Stone County,Mississippi,63.63,68,0.89,62.74
MS-133,Sunflower County,Mississippi,53.29,71,0.48,52.81
MS-135,Tallahatchie County,Mississippi,57.41,89,4.42,52.99
MS-137,Tate County,Mississippi,65.6,113,13.16,52.44
MS-139,Tippah County,Mississippi,64.86,108,10.73,54.14
MS-141,Tishomingo County,Mississippi,61.77,97,7.71,54.06
MS-143,Tunica County,Mississippi,62.24,108,10.42,51.82
MS-145,Union County,Mississippi,62.13,103,8.35,53.78
MS-147,Walthall County,Mississippi,55.28,40,-5.89,61.17
MS-149,Warren County,Mississippi,53.26,62,0.14,53.12
MS-151,Washington County,Mississippi,58.27,91,5.12,53.15
MS-153,Wayne County,Mississippi,54.06,42,-4.95,59.01
MS-155,Webster County,Mississippi,53.58,70,0.38,53.2
MS-157,Wilkinson County,Mississippi,64.71,92,5.51,59.2
MS-159,Winston County,Mississippi,53,59,-0.65,53.65
MS-161,Yalobusha County,Mississippi,62.81,103,8.46,54.35
MS-163,Yazoo County,Mississippi,52.23,64,-0.19,52.42
MO-001,Adair County,Missouri,36.04,56,-1.06,37.1
MO-003,Andrew County,Missouri,34.95,63,-0.69,35.64
MO-005,Atchison County,Missouri,25.1,13,-9.42,34.52
MO-007,Audrain County,Missouri,35.92,46,-2.17,38.09
MO-009,Barry County,Missouri,45.72,74,1.22,44.5
MO-011,Barton County,Missouri,43.9,87,3.1,40.8
MO-013,Bates County,Missouri,42.87,78,2.59,40.28
MO-015,Benton County,Missouri,37.85,45,-3.5,41.35
MO-017,Bollinger County,Missouri,49.28,89,4.14,45.14
MO-019,Boone County,Missouri,42.51,86,4.07,38.44
MO-021,Buchanan County,Missouri,32.65,49,-3.26,35.91
MO-023,Butler County,Missouri,55.99,107,8.77,47.22
MO-025,Caldwell County,Missouri,33.1,44,-3.73,36.83
MO-027,Callaway County,Missouri,42.93,92,4.67,38.26
MO-029,Camden County,Missouri,38.95,51,-2.38,41.33
MO-031,Cape Girardeau County,Missouri,50.44,97,5.82,44.62
MO-033,Carroll County,Missouri,33.81,40,-4.32,38.13
MO-035,Carter County,Missouri,48.6,86,3.47,45.13
MO-037,Cass County,Missouri,37.96,56,-1.71,39.67
MO-039,Cedar County,Missouri,43.06,73,2.03,41.03
MO-041,Chariton County,Missouri,32.3,27,-6.26,38.56
MO-043,Christian County,Missouri,49.78,100,6.57,43.21
MO-045,Clark County,Missouri,32.47,40,-3.15,35.62
MO-047,Clay County,Missouri,28.89,15,-8.15,37.04
MO-049,Clinton County,Missouri,28.85,17,-7.9,36.75
MO-051,Cole County,Missouri,40.12,74,1.26,38.86
MO-053,Cooper County,Missouri,43.08,92,4.25,38.83
MO-055,Crawford County,Missouri,54.88,128,14.32,40.56
MO-057,Dade County,Missouri,43.36,75,1.98,41.38
MO-059,Dallas County,Missouri,43.33,71,1.56,41.77
MO-061,Daviess County,Missouri,36.73,73,0.56,36.17
MO-063,DeKalb County,Missouri,37.28,78,1.3,35.98
MO-065,Dent County,Missouri,61.32,129,19.03,42.29
MO-067,Douglas County,Missouri,62.9,129,19.45,43.46
MO-069,Dunklin County,Missouri,60.1,117,12.1,48
MO-071,Franklin County,Missouri,54.7,127,15.35,39.35
MO-073,Gasconade County,Missouri,51.62,122,12.53,39.09
MO-075,Gentry County,Missouri,38.16,83,2.63,35.53
MO-077,Greene County,Missouri,47.04,95,5.04,42
MO-079,Grundy County,Missouri,35.26,57,-0.99,36.25
MO-081,Harrison County,Missouri,34.19,53,-1.3,35.49
MO-083,Henry County,Missouri,37.78,47,-2.88,40.66
MO-085,Hickory County,Missouri,38.9,50,-2.41,41.31
MO-087,Holt County,Missouri,29.08,27,-6.08,35.16
MO-089,Howard County,Missouri,39.57,71,1.06,38.51
MO-091,Howell County,Missouri,67.98,129,23.1,44.88
MO-093,Iron County,Missouri,53.27,108,9.13,44.14
MO-095,Jackson County,Missouri,34.09,41,-4.21,38.3
MO-097,Jasper County,Missouri,42.12,66,-0.26,42.38
MO-099,Jefferson County,Missouri,52.19,123,12.46,39.73
MO-101,Johnson County,Missouri,36.81,45,-3.35,40.16
MO-103,Knox County,Missouri,33.78,38,-3.35,37.13
MO-105,Laclede County,Missouri,45.38,84,3.24,42.14
MO-107,Lafayette County,Missouri,34.55,45,-4.36,38.91
MO-109,Lawrence County,Missouri,45.05,78,2.01,43.04
MO-111,Lewis County,Missouri,31.96,32,-4.84,36.8
MO-113,Lincoln County,Missouri,42.97,87,4.67,38.3
MO-115,Linn County,Missouri,35.66,50,-1.86,37.52
MO-117,Livingston County,Missouri,35.23,55,-1.35,36.58
MO-119,McDonald County,Missouri,43.51,68,-0.38,43.89
MO-121,Macon County,Missouri,35.3,40,-2.69,37.99
MO-123,Madison County,Missouri,43.21,55,-1.66,44.87
MO-125,Maries County,Missouri,46.32,99,6.11,40.21
MO-127,Marion County,Missouri,31.97,36,-5.18,37.15
MO-129,Mercer County,Missouri,32.95,41,-3.04,35.99
MO-131,Miller County,Missouri,38.61,54,-1.84,40.45
MO-133,Mississippi County,Missouri,59.34,118,12.77,46.57
MO-135,Moniteau County,Missouri,41.13,74,1.97,39.16
MO-137,Monroe County,Missouri,30.74,22,-6.94,37.68
MO-139,Montgomery County,Missouri,41.75,84,3.33,38.42
MO-141,Morgan County,Missouri,39.88,61,-0.77,40.65
MO-143,New Madrid County,Missouri,57.91,113,10.39,47.52
MO-145,Newton County,Missouri,40.68,50,-2.69,43.37
MO-147,Nodaway County,Missouri,30.52,35,-4.54,35.06
MO-149,Oregon County,Missouri,66.3,128,20.6,45.7
MO-151,Osage County,Missouri,46.51,107,7.74,38.77
MO-153,Ozark County,Missouri,69.63,130,26.58,43.05
MO-155,Pemiscot County,Missouri,60.18,120,12.55,47.63
MO-157,Perry County,Missouri,48.1,98,4.99,43.11
MO-159,Pettis County,Missouri,39.56,65,0.19,39.37
MO-161,Phelps County,Missouri,53.56,123,12.91,40.65
MO-163,Pike County,Missouri,36.91,53,-1.25,38.16
MO-165,Platte County,Missouri,31.25,35,-4.57,35.82
MO-167,Polk County,Missouri,41.89,63,0.81,41.08
MO-169,Pulaski County,Missouri,44.8,85,3.39,41.41
MO-171,Putnam County,Missouri,33.99,47,-2.29,36.28
MO-173,Ralls County,Missouri,32.19,31,-5.24,37.43
MO-175,Randolph County,Missouri,32.24,27,-6.01,38.25
MO-177,Ray County,Missouri,30.39,24,-7.4,37.79
MO-179,Reynolds County,Missouri,50.92,100,6.32,44.6
MO-181,Ripley County,Missouri,59.66,116,12.76,46.9
MO-183,St. Charles County,Missouri,52.17,128,14.22,37.95
MO-185,St. Clair County,Missouri,39.81,52,-1.17,40.98
MO-186,Ste. Genevieve County,Missouri,48.22,109,6.92,41.3
MO-187,St. Francois County,Missouri,51.04,110,8.55,42.5
MO-189,St. Louis County,Missouri,52.74,129,14.6,38.14
MO-195,Saline County,Missouri,37.8,60,-0.89,38.69
MO-197,Schuyler County,Missouri,34,43,-2.46,36.46
MO-199,Scotland County,Missouri,32.17,34,-4.13,36.3
MO-201,Scott County,Missouri,52.52,104,6.89,45.63
MO-203,Shannon County,Missouri,57.3,119,13.14,44.16
MO-205,Shelby County,Missouri,31.68,26,-6.08,37.76
MO-207,Stoddard County,Missouri,54.28,104,7.67,46.61
MO-209,Stone County,Missouri,47.34,94,4.21,43.13
MO-211,Sullivan County,Missouri,35.44,55,-1.63,37.07
MO-213,Taney County,Missouri,58.48,126,15.85,42.63
MO-215,Texas County,Missouri,54.51,116,11.32,43.19
MO-217,Vernon County,Missouri,46.03,98,5.62,40.41
MO-219,Warren County,Missouri,52.72,126,13.22,39.5
MO-221,Washington County,Missouri,58.32,128,17.31,41.01
MO-223,Wayne County,Missouri,45.13,62,-0.74,45.87
MO-225,Webster County,Missouri,50.06,103,7.04,43.02
MO-227,Worth County,Missouri,34.15,55,-1.22,35.37
MO-229,Wright County,Missouri,54.32,118,11.39,42.93
MO-510,St. Louis City,Missouri,50.93,126,12.99,37.94
MT-001,Beaverhead County,Montana,16.25,10,-5.06,21.31
MT-003,Big Horn County,Montana,16.6,84,1.05,15.55
MT-005,Blaine County,Montana,12.97,51,-0.65,13.62
MT-007,Broadwater County,Montana,13.95,33,-2.12,16.07
MT-009,Carbon County,Montana,16.91,54,-0.65,17.56
MT-011,Carter County,Montana,13.31,48,-1.01,14.32
MT-013,Cascade County,Montana,14.13,23,-3.09,17.22
MT-015,Chouteau County,Montana,13.59,60,-0.2,13.79
MT-017,Custer County,Montana,11.67,29,-1.95,13.62
MT-019,Daniels County,Montana,11.58,38,-1.7,13.28
MT-021,Dawson County,Montana,11.12,29,-2.13,13.25
MT-023,Deer Lodge County,Montana,18.11,17,-4.66,22.77
MT-025,Fallon County,Montana,11.69,29,-2.42,14.11
MT-027,Fergus County,Montana,15.73,48,-0.58,16.31
MT-029,Flathead County,Montana,31.95,23,-5.26,37.21
MT-031,Gallatin County,Montana,22.24,42,-2.04,24.28
MT-033,Garfield County,Montana,11.49,38,-1.22,12.71
MT-035,Glacier County,Montana,18.93,16,-6.53,25.46
MT-037,Golden Valley County,Montana,16.47,106,2.41,14.06
MT-039,Granite County,Montana,18.96,13,-5.56,24.52
MT-041,Hill County,Montana,12.69,80,0.74,11.95
MT-043,Jefferson County,Montana,14.87,21,-3.6,18.47
MT-045,Judith Basin County,Montana,17.09,30,-2.68,19.77
MT-047,Lake County,Montana,22.33,39,-2.66,24.99
MT-049,Lewis and Clark County,Montana,16.66,11,-6.29,22.95
MT-051,Liberty County,Montana,13.98,103,2.29,11.69
MT-053,Lincoln County,Montana,27.48,26,-5.98,33.46
MT-055,McCone County,Montana,10.48,27,-2.32,12.8
MT-057,Madison County,Montana,20.74,31,-2.35,23.09
MT-059,Meagher County,Montana,18.72,31,-3.24,21.96
MT-061,Mineral County,Montana,30.63,14,-7.69,38.32
MT-063,Missoula County,Montana,23.51,10,-6.32,29.83
MT-065,Musselshell County,Montana,15.56,98,1.99,13.57
MT-067,Park County,Montana,24.31,40,-1.89,26.2
MT-069,Petroleum County,Montana,10.85,23,-2.18,13.03
MT-071,Phillips County,Montana,9.38,14,-3.24,12.62
MT-073,Pondera County,Montana,13.21,22,-3.44,16.65
MT-075,Powder River County,Montana,13.13,40,-1.49,14.62
MT-077,Powell County,Montana,19.78,9,-6.93,26.71
MT-079,Prairie County,Montana,10.5,25,-2.28,12.78
MT-081,Ravalli County,Montana,23.19,13,-6.34,29.53
MT-083,Richland County,Montana,11.25,25,-2.42,13.67
MT-085,Roosevelt County,Montana,10.68,26,-2.31,12.99
MT-087,Rosebud County,Montana,13.66,64,0.01,13.65
MT-089,Sanders County,Montana,25.48,12,-6.43,31.91
MT-091,Sheridan County,Montana,11.69,29,-2.15,13.84
MT-093,Silver Bow County,Montana,14.38,17,-4.29,18.67
MT-095,Stillwater County,Montana,18.49,81,0.61,17.88
MT-097,Sweet Grass County,Montana,19.58,82,0.86,18.72
MT-099,Teton County,Montana,13.55,18,-4.33,17.88
MT-101,Toole County,Montana,12.6,67,0.15,12.45
MT-103,Treasure County,Montana,15.69,100,2.16,13.53
MT-105,Valley County,Montana,9.86,23,-2.68,12.54
MT-107,Wheatland County,Montana,16.07,69,0.12,15.95
MT-109,Wibaux County,Montana,11.64,21,-2.68,14.32
MT-111,Yellowstone County,Montana,16.39,105,2.87,13.52
NE-001,Adams County,Nebraska,22.15,39,-2.98,25.13
NE-003,Antelope County,Nebraska,17.18,5,-7.57,24.75
NE-005,Arthur County,Nebraska,17.28,50,-1.32,18.6
NE-007,Banner County,Nebraska,14.38,26,-2.79,17.17
NE-009,Blaine County,Nebraska,20.23,43,-2.22,22.45
NE-011,Boone County,Nebraska,21.91,30,-3.56,25.47
NE-013,Box Butte County,Nebraska,14.5,33,-2.36,16.86
NE-015,Boyd County,Nebraska,18.94,31,-3.89,22.83
NE-017,Brown County,Nebraska,18.89,32,-3.8,22.69
NE-019,Buffalo County,Nebraska,24.27,66,0.07,24.2
NE-021,Burt County,Nebraska,24.07,28,-4.6,28.67
NE-023,Butler County,Nebraska,24.36,33,-3.77,28.13
NE-025,Cass County,Nebraska,25.28,28,-5.06,30.34
NE-027,Cedar County,Nebraska,20.76,20,-5.37,26.13
NE-029,Chase County,Nebraska,23.14,113,4.27,18.87
NE-031,Cherry County,Nebraska,16.79,27,-3.32,20.11
NE-033,Cheyenne County,Nebraska,15.48,36,-2.18,17.66
NE-035,Clay County,Nebraska,22.23,29,-4.1,26.33
NE-037,Colfax County,Nebraska,23.72,32,-3.97,27.69
NE-039,Cuming County,Nebraska,23.77,30,-4.12,27.89
NE-041,Custer County,Nebraska,19.91,34,-2.94,22.85
NE-043,Dakota County,Nebraska,23.15,33,-3.37,26.52
NE-045,Dawes County,Nebraska,13.7,17,-4.31,18.01
NE-047,Dawson County,Nebraska,20.96,53,-1.4,22.36
NE-049,Deuel County,Nebraska,17.09,59,-1.16,18.25
NE-051,Dixon County,Nebraska,21.8,24,-4.72,26.52
NE-053,Dodge County,Nebraska,25,34,-3.87,28.87
NE-055,Douglas County,Nebraska,26.49,38,-3.15,29.64
NE-057,Dundy County,Nebraska,21.12,96,2.47,18.65
NE-059,Fillmore County,Nebraska,23.96,33,-3.79,27.75
